trade_id,entry_time,exit_time,side,strategy_name,entry_order_type,exit_order_type,entry_price,effective_entry_price,exit_price,effective_exit_price,size_units,position_notional,gross_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding,net_pnl,return_pct,exit_reason,duration_bars,maker_fill_status
1,1704069720.0,1704070440.0,sell,Aggression Momentum Scalper,taker,taker,3507.6621729723224,3505.9083418858363,3514.677497318267,3516.434836066926,0.2852327849113413,1000.0,-2.0010005002500733,0.4,0.4012010005002501,0.8012010005002501,0.5002501250625183,0.5012506253126452,1.0015007503751634,0.0,-3.8037022511254865,-0.0038037022511254867,Stop Loss Hit (stop-first conservative),12,EXECUTION_MODELED_TAKER
2,1704071040.0,1704071460.0,sell,Aggression Momentum Scalper,taker,taker,3502.859006493329,3501.1075769900826,3490.5989999706026,3492.344299470588,0.2856238998687679,1000.0,3.5017508754377036,0.4,0.39899879939969984,0.7989987993996999,0.500250125062492,0.49849924962481823,0.9987493746873102,0.0,1.7040027013506935,0.0017040027013506935,Take Profit Hit,7,EXECUTION_MODELED_TAKER
3,1704071940.0,1704073440.0,sell,Aggression Momentum Scalper,taker,taker,3488.525586914994,3486.7813241215367,3495.5026380888244,3497.2503894078686,0.2867974521608237,1000.0,-2.001000500250187,0.4,0.4012010005002501,0.8012010005002501,0.5002501250625141,0.5012506253126112,1.0015007503751252,0.0,-3.803702251125562,-0.003803702251125562,Stop Loss Hit (stop-first conservative),25,EXECUTION_MODELED_TAKER
4,1704075180.0,1704075660.0,sell,Aggression Momentum Scalper,taker,taker,3489.310030347918,3487.565375332744,3496.288650408614,3498.036794733818,0.28673297626846384,1000.0,-2.001000500250144,0.4,0.4012010005002501,0.8012010005002501,0.500250125062536,0.5012506253125872,1.0015007503751232,0.0,-3.803702251125517,-0.003803702251125517,Stop Loss Hit (stop-first conservative),8,EXECUTION_MODELED_TAKER
5,1704075720.0,1704075900.0,buy,Aggression Momentum Scalper,taker,taker,3499.13280465558,3500.8823710579077,3492.134539046269,3490.388471776746,0.28564227357853694,1000.0,-1.9990004997501212,0.4,0.39880099950024994,0.79880099950025,0.4997501249374978,0.49875062468758413,0.998500749625082,0.0,-3.796302248875453,-0.003796302248875453,Stop Loss Hit (stop-first conservative),3,EXECUTION_MODELED_TAKER
6,1704076440.0,1704076500.0,buy,Aggression Momentum Scalper,taker,taker,3505.4426158644364,3507.1953371723685,3498.4317306327075,3496.6825147673912,0.28512811630453333,1000.0,-1.9990004997501427,0.4,0.39880099950024994,0.79880099950025,0.4997501249374709,0.49875062468763326,0.9985007496251042,0.0,-3.796302248875497,-0.003796302248875497,Stop Loss Hit (stop-first conservative),1,EXECUTION_MODELED_TAKER
7,1704076800.0,1704076920.0,buy,Aggression Momentum Scalper,taker,taker,3512.7555915329804,3514.5119693287465,3505.7300803499143,3503.9772153097397,0.2845345267641797,1000.0,-1.9990004997501651,0.4,0.39880099950025,0.7988009995002501,0.4997501249374442,0.49875062468754994,0.9985007496249941,0.0,-3.796302248875409,-0.003796302248875409,Stop Loss Hit (stop-first conservative),2,EXECUTION_MODELED_TAKER
8,1704079380.0,1704079620.0,buy,Aggression Momentum Scalper,taker,taker,3488.7598524644404,3490.5042323906723,3500.9705119480664,3499.2200266920927,0.2864915592195379,1000.0,3.4982508745628307,0.4,0.4009988005997003,0.8009988005997003,0.4997501249374356,0.5014992503747092,1.0012493753121448,0.0,1.6960026986509857,0.0016960026986509856,Take Profit Hit,4,EXECUTION_MODELED_TAKER
9,1704079680.0,1704081900.0,buy,Aggression Momentum Scalper,taker,taker,3496.8240238136477,3498.5724358255543,3489.8303757660206,3488.085460578138,0.2858308691167719,1000.0,-1.9990004997500905,0.4,0.39880099950024994,0.79880099950025,0.4997501249374577,0.4987506246875747,0.9985007496250324,0.0,-3.7963022488753726,-0.0037963022488753727,Stop Loss Hit (stop-first conservative),37,EXECUTION_MODELED_TAKER
10,1704082980.0,1704083400.0,buy,Aggression Momentum Scalper,taker,taker,3509.8705839291624,3511.625519221127,3502.850842761304,3501.0994173399235,0.2847684055507714,1000.0,-1.9990004997500974,0.4,0.3988009995002499,0.7988009995002499,0.49975012493752435,0.49875062468765424,0.9985007496251785,0.0,-3.7963022488755263,-0.003796302248875526,Stop Loss Hit (stop-first conservative),7,EXECUTION_MODELED_TAKER
11,1704083820.0,1704084300.0,sell,Aggression Momentum Scalper,taker,taker,3491.6203233323836,3489.8745131707174,3498.6035639790484,3500.3528657610377,0.2865432542706105,1000.0,-2.0010005002501496,0.4,0.4012010005002501,0.8012010005002501,0.5002501250625374,0.5012506253125887,1.001500750375126,0.0,-3.8037022511255256,-0.0038037022511255257,Stop Loss Hit (stop-first conservative),8,EXECUTION_MODELED_TAKER
12,1704084360.0,1704084480.0,buy,Aggression Momentum Scalper,taker,taker,3501.5607879768827,3503.311568370871,3494.557666400929,3492.810387567729,0.2854442091386766,1000.0,-1.9990004997500856,0.4,0.39880099950024994,0.79880099950025,0.4997501249375214,0.4987506246875802,0.9985007496251016,0.0,-3.796302248875437,-0.003796302248875437,Stop Loss Hit (stop-first conservative),2,EXECUTION_MODELED_TAKER
13,1704085860.0,1704086100.0,buy,Aggression Momentum Scalper,taker,taker,3508.136071681268,3509.8901397171085,3501.1197995379052,3499.3692396381366,0.28490920233776845,1000.0,-1.999000499750139,0.4,0.39880099950024994,0.79880099950025,0.49975012493753473,0.49875062468756487,0.9985007496250996,0.0,-3.7963022488754885,-0.0037963022488754885,Stop Loss Hit (stop-first conservative),4,EXECUTION_MODELED_TAKER
